,index,Country,Region,Rating,Nratings,Label,Winery,Price,Wine_Variety
176,176,France,Pauillac,4.4,117,Pauillac (Grand Cru Classé) 1978,Château Pichon Baron,"191,916","['Cabernet Franc', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon']"
177,177,Argentina,San Rafael,4.4,114,Enzo Bianchi Gran Cru 2002,Bodegas Bianchi,"152,551","['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot']"
178,178,France,Châteauneuf-du-Pape,4.4,106,Domaine Grand Veneur Châteauneuf-Du-Pape Vieilles Vignes 2010,Alain Jaume,"266,203",['Grenache']
179,179,United States,Napa Valley,4.4,104,S.L.V. Cabernet Sauvignon 2006,Stag's Leap Wine Cellars,"279,677",['Cabernet Sauvignon']
180,180,New Zealand,Waiheke Island,4.4,103,Larose Red Blend 2015,Stonyridge Vineyard,"387,986","['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot']"
181,181,France,Châteauneuf-du-Pape,4.4,97,Châteauneuf-du-Pape Deus Ex Machina 2006,Clos Saint Jean,"266,203","['Grenache', 'Mourvedre']"
182,182,New Zealand,Waiheke Island,4.4,97,Larose Red Blend 2012,Stonyridge Vineyard,"420,890","['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot']"
183,183,France,Gigondas,4.4,96,Gigondas Le Lieu Dit 2018,Domaine des Bosquets,"71,316",['Grenache']
184,184,France,Pauillac,4.4,95,Le Petit Mouton de Mouton Rothschild Pauillac 1993,Château Mouton Rothschild,"371,440","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
185,185,South Africa,Stellenbosch,4.4,95,MPHS 2011,Alto Estate,"211,876","['Cabernet Sauvignon', 'Cabernet Franc']"
186,186,Australia,Barossa,4.4,93,Old Block Shiraz 2005,St Hallett,"127,126",['Shiraz/Syrah']
187,187,France,Languedoc,4.4,91,Clos des Cistes 1998,Peyre Rose,"198,096","['Shiraz/Syrah', 'Grenache']"
188,188,France,Pauillac,4.4,88,Les Forts de Latour Pauillac 1970,Château Latour,"393,726","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
189,189,Italy,Colli della Toscana Centrale,4.4,88,Colli Della Toscana Centrale Cignale 2006,Castello di Querceto,"135,601","['Cabernet Sauvignon', 'Merlot']"
190,190,France,Alpilles,4.4,88,Alpilles Rouge 1995,Domaine de Trévallon,"368,959","['Shiraz/Syrah', 'Cabernet Sauvignon']"
191,191,France,Hermitage,4.4,86,Ermitage Les Greffieux 2009,M. Chapoutier,"230,293",['Shiraz/Syrah']
192,192,France,Minervois,4.4,80,MMV 2014,Château de Paraza,"185,604","['Shiraz/Syrah', 'Grenache', 'Mourvedre']"
193,193,New Zealand,Waiheke Island,4.4,80,Larose Red Blend 2007,Stonyridge Vineyard,"446,194","['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot']"
194,194,New Zealand,Central Otago,4.4,78,Bella Reserve 2019,Mondillo,"113,860",['Pinot Noir']
195,195,New Zealand,Central Otago,4.4,78,Bella Reserve 2021,Mondillo,"113,860",['Pinot Noir']
196,196,France,Hermitage,4.4,73,Ermitage l'Ermite 2013,M. Chapoutier,"383,816",['Shiraz/Syrah']
197,197,Spain,Toro,4.4,72,Toro 2V Premium 2005,Bodega Elias Mora,"317,815",['Tinta de toro']
198,198,France,Châteauneuf-du-Pape,4.4,71,Châteauneuf-du-Pape Vieilles Vignes 2006,Domaine de Marcoux,"222,864",['Grenache']
199,199,France,Pessac-Léognan,4.4,69,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 1990,Château Haut-Brion,"321,919","['Cabernet Sauvignon', 'Cabernet Franc', 'Petit Verdot']"
200,200,New Zealand,Waiheke Island,4.4,66,Larose Red Blend 2016,Stonyridge Vineyard,"295,205","['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot']"
201,201,Chile,Maipo Valley,4.4,65,Liguai 2006,Perez Cruz,"50,850","['Cariñena', 'Garnacha']"
202,202,France,Cornas,4.4,64,Cornas 1999,Auguste Clape,"357,815",['Shiraz/Syrah']
203,203,New Zealand,Gisborne,4.4,64,Clos de Ste. Anne The Crucible Syrah 2021,Millton,"88,556",['Shiraz/Syrah']
204,204,France,Pauillac,4.4,59,Les Tourelles de Longueville Pauillac 1989,Château Pichon Baron,"216,668","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
205,205,Italy,Barolo,4.4,58,Barolo Cerequio 2001,Michele Chiarlo,"122,041",['Nebbiolo']
206,206,New Zealand,Hawke's Bay,4.4,54,The Basket Press 2019,Clearview Estate,"156,033","['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot']"
207,207,Italy,Colli della Toscana Centrale,4.4,54,Colli Della Toscana Centrale Il Sole di Alessandro 2005,Castello di Querceto,"148,314",['Cabernet Sauvignon']
208,208,New Zealand,Waiheke Island,4.4,53,Velvet 2021,Mudbrick Vineyard,"164,468",[]
209,209,France,Pessac-Léognan,4.4,48,Pessac-Léognan (Grand Cru Classé de Graves) 1985,Château La Tour Haut-Brion,"241,436","['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon']"
210,210,New Zealand,Central Otago,4.4,47,Gibbston Vineyard Pinot Noir 2022,Valli,"71,686",['Pinot Noir']
211,211,France,Cornas,4.4,45,Cornas 2000,Auguste Clape,"297,152",['Shiraz/Syrah']
212,212,France,Saint-Émilion Grand Cru,4.4,45,Saint-Emilion Grand Cru (Premier Grand Cru Classé) 2013,La Mondotte,"185,720","['Merlot', 'Cabernet Franc']"
213,213,New Zealand,Marlborough,4.4,44,Nebbiolo 2016,Hans Herzog - Hans Family Estate,"104,581",['Nebbiolo']
214,214,France,Monthélie,4.4,40,Monthélie 2018,Domaine Coche-Dury,"303,347",['Pinot Noir']
215,215,New Zealand,Central Otago,4.4,39,Bendigo Vineyard Pinot Noir 2022,Valli,"71,686",['Pinot Noir']
216,216,Australia,Barossa Valley,4.4,36,Roennfeldt Road Shiraz 1996,Greenock Creek,"357,815",['Shiraz/Syrah']
217,217,Chile,Maipo Valley,4.4,32,Limited Edition Cabernet Sauvignon 2013,Master One,"93,226",['Cabernet Sauvignon']
218,218,Argentina,Mendoza,4.4,30,Malbec 2006,Renacer,"105,938",['Malbec']
219,219,Spain,Ribera del Duero,4.4,28,Alfa Spiga Ribera del Duero 2003,O. Fournier,"105,938","['Tempranillo', 'Tinta del Pais']"
220,220,Spain,Ribera del Duero,4.4,27,Pesus Ribera del Duero 2001,Viña Sastre,"402,388",['Tinto Fino']
221,221,France,Châteauneuf-du-Pape,4.4,26,Réservé Châteauneuf-du-Pape 2010,Domaine de la Vieille Julienne,"383,816","['Shiraz/Syrah', 'Grenache']"
222,222,France,Saint-Julien,4.3,40593,Saint-Julien (Grand Cru Classé) 1955,Château Léoville Barton,"356,582","['Merlot', 'Cabernet Sauvignon']"
223,223,France,Margaux,4.3,22301,Margaux (Grand Cru Classé) 1977,Château Rauzan-Ségla,"198,096","['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']"
224,224,France,Saint-Émilion Grand Cru,4.3,14018,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1977,Château Canon,"170,862","['Merlot', 'Cabernet Franc']"
225,225,France,Pessac-Léognan,4.3,9585,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 1978,Château Haut-Brion,"416,822","['Cabernet Sauvignon', 'Cabernet Franc', 'Petit Verdot']"
226,226,France,Alpilles,4.3,9146,Alpilles Rouge 1992,Domaine de Trévallon,"335,942","['Shiraz/Syrah', 'Cabernet Sauvignon']"
227,227,France,Saint-Émilion Grand Cru,4.3,8854,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1975,Clos Fourtet,"180,408","['Merlot', 'Cabernet Sauvignon', 'Cabernet Franc']"
228,228,France,Beaune 1er Cru 'Les Grèves',4.3,6784,Vigne de l'Enfant Jésus Beaune 1er Cru 'Les Grèves' 1984,Bouchard Père & Fils,"246,357",['Pinot Noir']
229,229,France,Pomerol,4.3,4331,Pomerol 1950,Château Le Gay,"247,597","['Cabernet Franc', 'Merlot']"
230,230,France,Saint-Julien,4.3,3081,Saint-Julien (Grand Cru Classé) 2009,Château Talbot,"136,870","['Merlot', 'Cabernet Sauvignon', 'Cabernet Franc']"
231,231,New Zealand,Gimblett Gravels,4.3,2348,Gimblett Gravels Le Sol 2022,Craggy Range,"177,992",['Shiraz/Syrah']
232,232,New Zealand,Gimblett Gravels,4.3,2348,Gimblett Gravels Le Sol 2021,Craggy Range,"169,515",['Shiraz/Syrah']
233,233,France,Pomerol,4.3,2218,Pomerol 2003,Château La Fleur de Gay,"149,307","['Cabernet Franc', 'Merlot']"
234,234,Chile,Maipo Valley,4.3,2157,Memorias 2014,El Principal,"90,704","['Cabernet Franc', 'Petit Verdot', 'Shiraz/Syrah', 'Cabernet Sauvignon']"
235,235,New Zealand,Central Otago,4.3,2152,Cornish Point Pinot Noir 2023,Felton Road,"110,182",['Pinot Noir']
236,236,New Zealand,Central Otago,4.3,2152,Cornish Point Pinot Noir 2007,Felton Road,"177,992",['Pinot Noir']
237,237,United States,Napa Valley,4.3,2044,The Puzzle 2004,Newton,"136,269","['Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon']"
238,238,France,Pauillac,4.3,1861,Pauillac (Grand Cru Classé) 2012,Château Grand-Puy-Lacoste,"105,754",['Cabernet Sauvignon']
239,239,France,Margaux,4.3,1825,Château Giscours (Grand Cru Classé) 2004,Château Giscours,"121,939",['Petit Verdot']
240,240,France,Margaux,4.3,1376,Château Giscours (Grand Cru Classé) 2003,Château Giscours,"104,515",['Cabernet Sauvignon']
241,241,France,Pessac-Léognan,4.3,1368,Pessac-Léognan (Grand Cru Classé de Graves) 2016,Domaine de Chevalier,"149,307",['Petit Verdot']
242,242,France,Saint-Estèphe,4.3,1328,Saint-Estèphe (Grand Cru Classé) 2009,Château Calon-Ségur,"217,735",['Cabernet Franc']
243,243,New Zealand,Martinborough,4.3,1166,Aroha Te Muna Road Vineyard Pinot Noir 2022,Craggy Range,"186,468",['Pinot Noir']
244,244,Portugal,Lisboa,4.3,1078,Alicante Bouschet - Cabernet Sauvignon 2013,Brutalis,"106,460","['Cabernet Sauvignon', 'Alicante Bouschet']"
245,245,New Zealand,Central Otago,4.3,987,Block 3 Pinot Noir 2023,Felton Road,"207,658",['Pinot Noir']
246,246,Italy,Brunello di Montalcino,4.3,824,Brunello di Montalcino 2010,Donatella Cinelli Colombini,"129,881",['Sangiovese']
247,247,Italy,Barolo,4.3,800,Barolo Monprivato 2009,Mascarello Giuseppe e Figlio,"353,447",['Cabernet Sauvignon']
248,248,New Zealand,Gimblett Gravels,4.3,714,Gimblett Gravels Sophia 2013,Craggy Range,"169,515","['Merlot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Petit Verdot']"
249,249,Italy,Brunello di Montalcino,4.3,711,Brunello di Montalcino 2011,Fuligni,"134,139",['Sangiovese']
250,250,France,Pauillac,4.3,690,Pauillac (Grand Cru Classé) 1995,Château Grand-Puy-Lacoste,"209,030","['Merlot', 'Cabernet Sauvignon']"
251,251,Australia,Barossa Valley,4.3,671,Anaperenna 2006,Glaetzer,"114,977","['Shiraz/Syrah', 'Cabernet Sauvignon']"
252,252,France,Pomerol,4.3,669,Pomerol 2004,Château La Conseillante,"192,860",['Merlot']
253,253,France,Saint-Estèphe,4.3,647,Cos d'Estournel 1993,Cos d'Estournel,"180,408","['Cabernet Sauvignon', 'Merlot']"
254,254,Australia,McLaren Vale,4.3,616,Gigglepot Cabernet Sauvignon 2016,Mollydooker,"106,460",['Cabernet Sauvignon']
255,255,France,Pessac-Léognan,4.3,590,Pessac-Léognan (Grand Cru Classé de Graves) 2003,Domaine de Chevalier,"97,050",['Cabernet Sauvignon']
256,256,United States,Napa Valley,4.3,581,Rector Creek Vineyard 2021,Paraduxx,"124,092","['Cabernet Sauvignon', 'Zinfandel', 'Petit Verdot']"
257,257,France,Saint-Julien,4.3,539,Saint-Julien (Grand Cru Classé) 2001,Château Beychevelle,"143,081","['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']"
258,258,New Zealand,Central Otago,4.3,524,Te Wahi Pinot Noir 2018,Cloudy Bay,"127,134",['Pinot Noir']
259,259,France,Margaux,4.3,522,Margaux (Grand Cru Classé) 2001,Château Lascombes,"267,514","['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']"
260,260,Argentina,Mendoza,4.3,518,Mendoza 2005,Cheval des Andes,"149,044","['Cabernet Sauvignon', 'Petit Verdot', 'Malbec']"
261,261,United States,Napa Valley,4.3,500,Cabernet Sauvignon 2021,Joseph Phelps Vineyards,"127,752",['Cabernet Sauvignon']
262,262,United States,Napa Valley,4.3,483,ARTEMIS Cabernet Sauvignon 2006,Stag's Leap Wine Cellars,"132,010",['Cabernet Sauvignon']
263,263,France,Pauillac,4.3,481,Carruades de Lafite Pauillac 2008,Château Lafite Rothschild,"470,318",['Petit Verdot']
264,264,France,Saint-Julien,4.3,473,Saint-Julien (Grand Cru Classé) 1998,Château Beychevelle,"141,842",['Cabernet Sauvignon']
265,265,France,Saint-Émilion Grand Cru,4.3,470,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012,Château Larcis Ducasse,"121,939","['Merlot', 'Cabernet Franc']"
266,266,Portugal,Bairrada,4.3,467,Principal Reserva Bairrada 2010,Colinas de São Lourenço,"77,503","['Cabernet Sauvignon', 'Touriga Nacional', 'Shiraz/Syrah']"
267,267,New Zealand,Waiheke Island,4.3,464,Destinae 2019,Destiny Bay Vineyards,"169,515","['Merlot', 'Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Malbec']"
268,268,New Zealand,Waiheke Island,4.3,464,Destinae 2018,Destiny Bay Vineyards,"173,753","['Merlot', 'Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Malbec']"
269,269,New Zealand,Waiheke Island,4.3,464,Destinae 2020,Destiny Bay Vineyards,"165,277","['Merlot', 'Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Malbec']"
270,270,New Zealand,Central Otago,4.3,436,Cuvée Aux Antipodes 2020,Prophet's Rock,"105,944",['Pinot Noir']
271,271,New Zealand,Lowburn,4.3,379,The Tiger Lowburn Pinot Noir 2021,Chard Farm,"72,039",['Pinot Noir']
272,272,Italy,Montepulciano d'Abruzzo,4.3,368,Montepulciano d'Abruzzo 2006,Villa Gemma,"149,044",['Montepulciano']
273,273,France,Hermitage,4.3,360,Hermitage La Chapelle Rouge 2010,Domaine de La Chapelle,"335,942",['Shiraz/Syrah']
274,274,Italy,Sforzato della Valtellina,4.3,354,Albareda Sforzato di Valtellina 2015,Mamete Prevostini,"168,207",['Nebbiolo']
275,275,France,Saint-Émilion Grand Cru,4.3,352,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2009,Château Larcis Ducasse,"163,434","['Merlot', 'Cabernet Franc']"
276,276,France,Pessac-Léognan,4.3,344,Château Haut-Bailly (Cru Classé de Graves) 2001,Château Haut-Bailly,"141,147","['Cabernet Franc', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon']"
277,277,Australia,McLaren Vale,4.3,302,Rayner Vineyard Shiraz 2003,Brokenwood,"80,513",['Shiraz/Syrah']
278,278,Chile,Limarí Valley,4.3,298,Payen 2011,Tabali,"109,328",['Shiraz/Syrah']
279,279,France,Margaux,4.3,296,Margaux (Grand Cru Classé) 1995,Château Brane-Cantenac,"216,668","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
280,280,Chile,Maipo Valley,4.3,275,Baronesa P. 2018,Baron Philippe de Rothschild,"103,819","['Carménère', 'Shiraz/Syrah', 'Cabernet Sauvignon', 'Cabernet Franc', 'Petit Verdot']"
281,281,Italy,Brunello di Montalcino,4.3,273,Brunello di Montalcino 2001,Fattoria dei Barbi,"88,988",['Sangiovese']
282,282,Argentina,Uco Valley,4.3,272,Supremo 2008,Finca La Celia,"113,566","['Shiraz/Syrah', 'Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot']"
283,283,United States,Napa Valley,4.3,265,Cork Tree Vineyard Red 2020,Paraduxx,"130,345","['Cabernet Sauvignon', 'Malbec', 'Merlot']"
284,284,United States,Napa Valley,4.3,265,Cork Tree Vineyard Red 2021,Paraduxx,"123,484","['Cabernet Sauvignon', 'Malbec', 'Merlot']"
285,285,France,Pauillac,4.3,264,Pauillac (Grand Cru Classé) 1986,Château Grand-Puy-Lacoste,"148,576","['Merlot', 'Cabernet Sauvignon']"
286,286,France,Pauillac,4.3,260,Carruades de Lafite Pauillac 1997,Château Lafite Rothschild,"396,207","['Cabernet Sauvignon', 'Merlot', 'Cabernet Franc', 'Petit Verdot']"
287,287,France,Sancerre,4.3,256,Sancerre Le Chêne Saint-Etienne 2000,Henri Bourgeois,"199,164",['Pinot Noir']
288,288,Italy,Sforzato della Valtellina,4.3,255,Corte di Cama Sforzato di Valtellina 2014,Mamete Prevostini,"133,482",['Nebbiolo']
289,289,France,Pauillac,4.3,255,Pauillac (Grand Cru Classé) 1975,Château Lynch-Bages,"216,668","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
290,290,France,Margaux,4.3,247,Pavillon Rouge du Château Margaux 1993,Château Margaux,"260,008","['Cabernet Sauvignon', 'Merlot']"
291,291,Chile,Maule Valley,4.3,243,Mingre Assemblage Premium 2004,J. Bouchon,"76,276","['Carménère', 'Shiraz/Syrah', 'Cabernet Sauvignon', 'Malbec', 'Merlot']"
292,292,France,Saint-Émilion Grand Cru,4.3,240,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1996,Château Pavie,"297,152","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
293,293,United States,Willamette Valley,4.3,237,Evenstad Reserve Pinot Noir 2006,Domaine Serene,"135,177",['Pinot Noir']
294,294,France,Margaux,4.3,219,Grand Vin de Château Palmer (Grand Cru Classé) 1992,Chateau Palmer,"334,296","['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']"
295,295,New Zealand,Bannockburn,4.3,208,Excelsior Pinot Noir 2017,Carrick,"92,773",['Pinot Noir']
296,296,New Zealand,Bannockburn,4.3,208,Excelsior Pinot Noir 2019,Carrick,"92,773",['Pinot Noir']
297,297,France,Saint-Émilion Grand Cru,4.3,207,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2002,Château Pavie Macquin,"136,200","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
298,298,France,Margaux,4.3,204,Margaux (Grand Cru Classé) 1989,Château d'Issan,"123,808","['Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon']"
299,299,United States,Chalk Hill,4.3,196,Cabernet Sauvignon 2010,Chalk Hill,"64,410",['Cabernet Sauvignon']
300,300,Spain,Ribera del Duero,4.3,191,Tinta del País Ribera del Duero 2004,O. Fournier,"167,382",['Tinta del Pais']
301,301,France,Pomerol,4.3,173,Pomerol 1988,Vieux Château Certan,"241,436",['Merlot']
302,302,France,Pessac-Léognan,4.3,172,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 1995,Château Haut-Brion,"365,244","['Cabernet Sauvignon', 'Cabernet Franc', 'Petit Verdot']"
303,303,Italy,Toscana,4.3,167,Suolo 2013,Argiano,"203,401",['Sangiovese']
304,304,France,Pauillac,4.3,163,Les Forts de Latour Pauillac 1989,Château Latour,"297,152","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
305,305,Italy,Toscana,4.3,163,Romitorio di Santedame Toscana 2000,Ruffino,"152,551",['Sangiovese']
306,306,France,Haut-Médoc,4.3,159,Haut-Médoc (3éme Grand Cru Classé en 1855) 1970,Château La Lagune,"193,149","['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']"
307,307,New Zealand,Central Otago,4.3,152,Retrospect Pinot Noir 2018,Prophet's Rock,"122,294",['Pinot Noir']
308,308,Portugal,Douro,4.3,149,Douro 2019,Quinta do Noval,"118,786","['Touriga Nacional', 'Touriga Franca', 'Tinto Cao']"
309,309,France,Pomerol,4.3,148,Pomerol 1990,Château Gazin,"365,244","['Merlot', 'Cabernet Franc']"
310,310,United States,Oakville,4.3,147,Reserve Cabernet Sauvignon 2014,Robert Mondavi Winery,"296,627","['Cabernet Sauvignon', 'Cabernet Franc', 'Petit Verdot']"
311,311,New Zealand,Central Otago,4.3,145,Burn Cottage Vineyard Pinot Noir 2022,Valli,"71,686",['Pinot Noir']
312,312,France,Pauillac,4.3,144,Les Tourelles de Longueville Pauillac 1996,Château Pichon Baron,"111,432","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
313,313,France,Saint-Émilion Grand Cru,4.3,138,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1983,Château Pavie,"414,779","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
314,314,France,Pauillac,4.3,135,Pauillac (Grand Cru Classé) 1984,Château Pichon Longueville Comtesse de Lalande,"260,008","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
315,315,Argentina,Vista Flores,4.3,134,Gran Corte 2018,Flechas de los Andes,"34,324","['Shiraz/Syrah', 'Malbec', 'Merlot']"
316,316,France,Pessac-Léognan,4.3,134,Pessac-Léognan (Grand Cru Classé de Graves) 1985,Domaine de Chevalier,"222,864",['Cabernet Sauvignon']
317,317,France,Saint-Julien,4.3,131,Saint-Julien 2000,Château Lalande-Borie,"73,055","['Cabernet Sauvignon', 'Merlot']"
318,318,South Africa,Paarl,4.3,126,Baron Edmond 2002,Rupert & Rothschild,"86,869","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
319,319,France,Châteauneuf-du-Pape,4.3,118,Châteauneuf-du-Pape 2019,Domaine Bois de Boursan,"51,927",['Grenache']
320,320,France,Pomerol,4.3,116,Pomerol 1989,Château Petit-Village,"148,576","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
321,321,France,Hermitage,4.3,112,Hermitage La Chapelle Rouge 2002,Domaine de La Chapelle,"148,576",['Shiraz/Syrah']
322,322,France,Saint-Émilion Grand Cru,4.3,111,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1985,Château La Gaffelière,"123,808","['Cabernet Franc', 'Merlot']"
323,323,France,Saint-Émilion Grand Cru,4.3,109,Saint-Émilion Grand Cru (Grand Cru Classé) 1999,Château Péby Faugères,"170,862",['Merlot']
324,324,Portugal,Dão,4.3,106,Pinot Noir 2012,Dom Bella,"153,399",['Pinot Noir']
325,325,France,Pauillac,4.3,105,Les Forts de Latour Pauillac 1992,Château Latour,"260,008","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
326,326,France,Saint-Émilion Grand Cru,4.3,103,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1975,Château Ausone,"390,012","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
327,327,France,Hermitage,4.3,99,Ermitage Ex-Voto 2013,E. Guigal,"303,347",['Shiraz/Syrah']
328,328,New Zealand,Central Otago,4.3,98,MacMuir Pinot Noir 2023,Felton Road,"129,042",['Pinot Noir']
329,329,Australia,Barossa Valley,4.3,92,Old Vine Shiraz 2004,Kaesler,"93,226",['Shiraz/Syrah']
330,330,New Zealand,Alexandra,4.3,92,The Last Chance Earnscleugh Vineyard Pinot Noir 2020,Two Paddocks,"96,990",['Pinot Noir']
331,331,France,Pauillac,4.3,90,Pauillac (Grand Cru Classé) 1966,Château Lynch-Bages,"266,203","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
332,332,New Zealand,Central Otago,4.3,89,Bendigo Vineyard Pinot Noir 2021,Valli,"71,686",['Pinot Noir']
333,333,New Zealand,Central Otago,4.3,83,Cornish Point Pinot Noir 2021,Felton Road,"129,042",['Pinot Noir']
334,334,Italy,Emilia-Romagna,4.3,81,Graf Noir 2005,Drei Donà - Tenuta La Palazza,"211,029","['Cabernet Franc', 'Sangiovese']"
335,335,New Zealand,Waiheke Island,4.3,79,Destinae 2010,Destiny Bay Vineyards,"236,162","['Merlot', 'Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Malbec']"
336,336,United States,Oakville,4.3,79,Beckstoffer Vineyard X Cabernet Sauvignon 2001,Merryvale,"154,670",['Cabernet Sauvignon']
337,337,Germany,Baden,4.3,78,Alte Reben Spätburgunder 2003,Bernhard Huber,"80,513",['Spätburgunder']
