STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
ASN00003048,1750-03,-18.9158,125.5264,151.0,"CHERRABUN, AS",,,,,5.0,"2,a",4.0,"2,a",2.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500313.0,",2,a",,,,,,,,,56.6,"2,,a,13,",,,,,,,113.9,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003049,1914-04,-16.9,125.7,,"ISADELL DOWNS, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19140430.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003050,1887-07,-17.95,124.1667,,"LIVERINGA LOWER, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18870731.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003051,1750-03,-16.7372,125.9086,401.0,"MOUNT BARNETT, AS",,,,,16.0,"2,a",8.0,"2,a",1.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500307.0,",2,a",,,,,,,,,30.2,"2,,a,07,",,,,,,,100.4,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003052,1750-03,-16.8206,124.9158,190.0,"MOUNT HART STATION, AS",,,,,13.0,"2,a",8.0,"2,a",4.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500313.0,",2,a",,,,,,,,,46.0,"2,,a,13,",,,,,,,179.5,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003053,1896-05,-16.7,123.9833,,"OBAGAMA, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18960531.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003054,1905-09,-17.1,123.7,,"POINT TORMENT, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19050930.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003055,1907-08,-18.7,121.75,,"ROLLAH, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19070831.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003056,1893-07,-18.1792,122.3583,5.0,"THANGOO, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18930731.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003057,1750-04,-16.4514,123.0086,7.0,"CYGNET BAY, AS",,,,,,,,,,,,,,,0.0,"4,",0.0,"4,a",0.0,"5,",25.0,"5,",14.0,"5,",17500426.0,",4,a",,,,,,,,,17500401.0,",5,",22.2,"4,a,26,",,,,,,,34.5,"5,,01,",,,,,,,,,28.81,"8,a",32.04,"5,,,",25.58,"4,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003058,1964-01,-18.8333,124.95,60.0,"MILLAJIDDIE, AS",,,,,5.0,",a",4.0,",a",2.0,",a",,,,,,,,,,,,,,,,,,,,,,,19640111.0,",,a",,,,,,,,,51.3,",,a,11,",,,,,,,100.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003059,1750-02,-19.0861,121.6764,31.0,"NITA DOWNS, AS",,,,,1.0,"5,a",1.0,"5,a",0.0,"5,a",,,,,,,,,,,,,,,,,,,,,,,17500223.0,",5,a",,,,,,,,,11.0,"5,,a,23,",,,,,,,11.0,"5,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003060,1966-01,-18.7667,123.6833,152.0,"ARDJORIE, AS",,,,,5.0,",a",4.0,",a",2.0,",a",,,,,,,,,,,,,,,,,,,,,,,19660131.0,",,a",,,,,,,,,65.5,",,a,31,",,,,,,,127.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003061,1966-12,-16.695,123.8625,250.0,"KIMBOLTON RANGE STATION 1, AS",,,,,7.0,",a",4.0,",a",2.0,",a",,,,,,,,,,,,,,,,,,,,,,,19661209.0,",,a",,,,,,,,,77.7,",,a,09,",,,,,,,123.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003062,1959-09,-16.5833,125.4833,,"BEVERLEY SP, AS",,,,,2.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19590930.0,",,a",,,,,,,,,7.6,",,a,30,",,,,,,,8.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003063,1750-03,-16.715,125.4586,400.0,"BEVERLEY SPRINGS, AS",,,,,16.0,"2,a",11.0,"2,a",2.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500320.0,",2,a",,,,,,,,,40.8,"2,,a,20,",,,,,,,164.1,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003064,1970-01,-18.1667,125.5833,,"FITZROY A.I.M, AS",,,,,8.0,",a",7.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19700126.0,",,a",,,,,,,,,41.4,",,a,26,",,,,,,,98.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003065,1973-01,-18.55,124.7167,,"KALYEEDA, AS",,,,,6.0,",a",6.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19730105.0,",,a",,,,,,,,,66.5,",,a,05,",,,,,,,120.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003066,1750-03,-18.5175,121.8072,10.0,"PORT SMITH, AS",,,,,1.0,"2,a",0.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500323.0,",2,a",,,,,,,,,0.8,"2,,a,23,",,,,,,,0.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003068,1750-03,-18.5075,123.4561,120.0,"DAMPIER DOWNS, AS",,,,,5.0,"2,a",4.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500313.0,",2,a",,,,,,,,,10.2,"2,,a,13,",,,,,,,34.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003069,1974-04,-16.1306,123.7764,152.0,"KOOLAN ISLAND, AS",,,,,11.0,",a",5.0,",a",2.0,",a",,,,,,,,,,,,,,,,,,,,,,,19740409.0,",,a",,,,,,,,,44.4,",,a,09,",,,,,,,101.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003072,1975-01,-16.4508,123.0653,2.0,"ONE ARM POINT, AS",,,,,2.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19750123.0,",,a",,,,,,,,,1.0,",,a,23,",,,,,,,1.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003073,1970-08,-16.6872,123.8375,25.0,"KIMBOLTON, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19700831.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003074,1983-05,-17.9347,123.4731,50.0,"YAKKAMUNGA, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19830531.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003075,1750-03,-17.3117,123.6356,,"DERBY RFDS, AS",,,,,2.0,"2,a",2.0,"2,a",1.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500327.0,",2,a",,,,,,,,,34.6,"2,,a,27,",,,,,,,55.6,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003076,1983-10,-19.3283,125.3886,240.0,"WESTERN FIELD, AS",,,389.9,",a",2.0,",a",0.0,",a",0.0,",a",,,,,0.0,",a",0.0,",a",0.0,",a",31.0,",a",31.0,",a",19831005.0,",,a",,,,,,,19831021.0,",,a",19831005.0,",,a",20.0,",a,05,",,,,,0.8,",,a,21,",41.7,",a,05,",,,0.0,",a",1.2,",,,a",,,30.91,",a",38.68,",,,a",23.14,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003077,1985-01,-18.5914,123.6133,120.0,"MOWLA BLUFF, AS",,,,,7.0,",a",7.0,",a",2.0,",a",,,,,,,,,,,,,,,,,,,,,,,19850124.0,",,a",,,,,,,,,40.0,",,a,24,",,,,,,,120.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003078,1987-12,-18.7267,125.9875,200.0,"CADJEBUT, AS",,,,,6.0,",a",4.0,",a",3.0,",a",,,,,,,,,,,,,,,,,,,,,,,19871224.0,",,a",,,,,,,,,83.5,",,a,24,",,,,,,,167.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003079,1989-07,-18.9897,121.7208,20.0,"SHELAMAR, AS",,,,,2.0,",a",1.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19890702.0,",,a",,,,,,,,,51.0,",,a,02,",,,,,,,53.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003080,1750-03,-17.5736,123.8217,77.5,"CURTIN AERO, AS",,,404.9,"2,a",10.0,"2,a",9.0,"2,a",1.0,"2,a",,,,,0.0,"2,a",0.0,"2,a",0.0,"2,a",29.0,"2,a",29.0,"2,a",17500308.0,",2,a",,,,,,,17500313.0,",2,a",17500317.0,",2,a",21.8,"2,a,08,",,,,,29.2,"2,,a,13,",41.9,"2,a,17,",,,0.0,"2,a",108.0,"2,,,a",,,32.29,"2,a",38.47,"2,,,a",26.12,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003081,1990-04,-17.5778,123.8222,91.0,"CURTIN, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19900430.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003082,1991-03,-17.8672,122.3631,40.0,"KIRBY GARDENS, AS",,,,,3.0,",a",2.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19910324.0,",,a",,,,,,,,,42.0,",,a,24,",,,,,,,67.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003083,1991-09,-17.9769,122.3431,15.0,"BROOME BIRD OBSERVATORY, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19910908.0,"+,,a",,,,,,,,,0.2,",,a,08,+",,,,,,,0.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003084,1750-03,-17.3436,123.6781,10.0,"DERBY MANNING RD, AS",,,,,5.0,"2,a",3.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,",2,a",,,,,,,,,8.6,"2,,a,25,",,,,,,,27.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003085,1992-12,-17.4311,123.0389,80.0,"MOUNT JOWLAENGA, AS",,,,,1.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19921203.0,",,a",,,,,,,,,2.0,",,a,03,",,,,,,,2.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003086,1992-01,-17.7278,123.6547,20.0,"WILLARE BRIDGE, AS",,,,,7.0,",a",5.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19920125.0,"+,,a",,,,,,,,,7.0,",,a,25,+",,,,,,,28.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003087,1993-08,-17.5606,122.1458,15.0,"TANJUNGPANDAN, AS",,,,,1.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19930831.0,",,a",,,,,,,,,1.2,",,a,31,",,,,,,,1.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003088,1750-02,-18.8375,126.5247,260.0,"LARRAWA, AS",,,,,12.0,"3,a",12.0,"3,a",3.0,"3,a",,,,,,,,,,,,,,,,,,,,,,,17500222.0,",3,a",,,,,,,,,47.0,"3,,a,22,",,,,,,,217.2,"3,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003089,1995-08,-17.9492,122.2339,7.0,"BROOME COMPARISON, AS",,,131.7,"2,a",0.0,",a",0.0,",a",0.0,",a",,,,,0.0,"2,a",0.0,"2,a",0.0,"1,a",30.0,"1,a",14.0,"1,a",19950813.0,"+,2,a",,,,,,,19950831.0,"+,,a",19950827.0,",1,a",7.1,"2,a,13,+",,,,,0.0,",,a,31,+",37.8,"1,a,27,",,,0.3,"1,a",0.0,",,,a",,,22.88,"2,a",31.98,"1,,,a",13.77,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003090,1750-03,-17.7981,124.0772,100.0,"DEBESA, AS",,,,,6.0,"2,a",6.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500314.0,",2,a",,,,,,,,,23.0,"2,,a,14,",,,,,,,56.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003091,1996-01,-18.9894,125.8478,200.0,"BEEFWOOD PARK, AS",,,,,3.0,",a",3.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19960131.0,",,a",,,,,,,,,37.5,",,a,31,",,,,,,,66.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003092,1996-12,-17.8578,122.2725,41.0,"SOUTH EAST WATERBANK, AS",,,337.9,"1,a",8.0,"2,a",7.0,"2,a",1.0,"2,a",,,,,0.0,"1,a",0.0,"1,a",0.0,",a",31.0,",a",28.0,",a",19961215.0,",1,a",,,,,,,19961222.0,",2,a",19961212.0,",,a",21.4,"1,a,15,",,,,,64.0,"2,,a,22,",36.9,",a,12,",,,0.0,",a",112.2,"2,,,a",,,29.64,"1,a",33.99,",,,a",25.29,"1,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003093,1750-03,-18.1814,125.5619,114.5,"FITZROY CROSSING AERO, AS",,,409.0,"2,a",8.0,"2,a",5.0,"2,a",1.0,"2,a",,,,,0.0,"2,a",0.0,"2,a",0.0,"2,a",29.0,"2,a",29.0,"2,a",17500325.0,",2,a",,,,,,,17500313.0,",2,a",17500310.0,",2,a",23.1,"2,a,25,",,,,,29.6,"2,,a,13,",41.8,"2,a,10,",,,0.0,"2,a",54.2,"2,,,a",,,32.44,"2,a",38.87,"2,,,a",26.01,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003095,1998-01,-18.3192,125.7806,160.0,"PILLARA SPRINGS, AS",,,,,12.0,",a",12.0,",a",3.0,",a",,,,,,,,,,,,,,,,,,,,,,,19980124.0,",,a",,,,,,,,,31.6,",,a,24,",,,,,,,236.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003096,1999-09,-17.8964,122.3122,32.0,"WEST ROEBUCK, AS",,,,,1.0,"4,a",0.0,"4,a",0.0,"4,a",,,,,0.0,"4,a",0.0,"4,a",0.0,"4,a",26.0,"4,a",22.0,"4,a",19990922.0,",4,a",,,,,,,19990922.0,",4,a",19990929.0,",4,a",14.5,"4,a,22,",,,,,0.4,"4,,a,22,",37.1,"4,a,29,",,,,,1.0,"4,,,a",,,25.96,"7,a",34.26,"4,,,a",17.66,"4,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003098,1750-03,-17.0549,125.7108,270.0,"MOUNT HOUSE AIRSTRIP, AS",,,,,8.0,"2,a",5.0,"2,a",1.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500321.0,",2,a",,,,,,,,,28.4,"2,,a,21,",,,,,,,65.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003100,1750-03,-17.9503,124.2653,55.0,"LIVERINGA STATION, AS",,,,,5.0,"2,a",5.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500314.0,",2,a",,,,,,,,,18.2,"2,,a,14,",,,,,,,51.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003103,2005-01,-16.7733,122.5767,15.0,"MIDDLE LAGOON, AS",,,,,2.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,20050113.0,",,a",,,,,,,,,16.0,",,a,13,",,,,,,,29.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003104,2005-01,-17.6406,123.1722,50.0,"KIMBERLEY COLOURSTONE, AS",,,,,9.0,",a",7.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,20050118.0,",,a",,,,,,,,,32.8,",,a,18,",,,,,,,61.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00003105,1750-03,-18.1133,125.3428,175.0,"LAUREL DOWNS, AS",,,,,7.0,"2,a",4.0,"2,a",2.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500313.0,",2,a",,,,,,,,,69.0,"2,,a,13,",,,,,,,114.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00004000,1917-07,-21.4167,118.9333,226.0,"ABYDOS, AS",,,,,2.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19170717.0,",,a",,,,,,,,,9.7,",,a,17,",,,,,,,11.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00004001,1897-08,-20.9,117.1167,,"WOODBROOK, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18970831.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00004002,1898-07,-20.3139,118.5742,8.0,"PORT HEDLAND POST OFFICE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18980731.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00004003,1907-06,-22.8,120.8625,500.0,"BALFOUR DOWNS, AS",,,,,2.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19070629.0,",,a",,,,,,,,,6.9,",,a,29,",,,,,,,12.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00004004,1750-03,-20.9264,120.2075,250.0,"BAMBOO CREEK, AS",,,,,6.0,"2,a",4.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500328.0,",2,a",,,,,,,,,12.0,"2,,a,28,",,,,,,,24.4,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00004005,1905-09,-22.0517,119.6325,400.0,"BAMBOO SPRINGS, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19050930.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00004006,1750-03,-22.1828,119.935,480.0,"BONNEY DOWNS, AS",,,,,1.0,"2,a",1.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500329.0,",2,a",,,,,,,,,18.0,"2,,a,29,",,,,,,,18.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00004007,1888-11,-20.4,118.4667,6.0,"BOODARIE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18881130.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00004008,1907-08,-20.6392,119.2431,120.0,"CARLINDIE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19070831.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00004009,1904-04,-20.6833,119.6667,,"COONGAN STATION, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19040430.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00004010,1900-08,-21.0333,117.1333,200.0,"COOYA POOYA, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19000831.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00004011,1897-08,-21.4667,119.8333,400.0,"CORUNNA DOWNS, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18970831.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
