,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES
6362,ASN00090138,1750-03,-38.4236,143.4428,173.0,"IRREWILLIPE TOMAHAWK CREEK, AS",1.0,"2,a",0.0,"2,a",0.0,"2,a",17500305.0,",2,a",1.2,"2,,a,05,",1.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6363,ASN00090139,1914-04,-38.65,143.3,61.0,"CHAPPLE VALE, AS",20.0,",a",14.0,",a",0.0,",a",19140421.0,",,a",21.6,",,a,21,",107.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6364,ASN00090140,1968-07,-37.3644,141.5842,270.0,"NAREEN, AS",21.0,",a",12.0,",a",0.0,",a",19680731.0,",,a",15.5,",,a,31,",87.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6365,ASN00090141,1968-12,-38.3333,142.5833,55.0,"WANGOOM POST OFFICE, AS",7.0,",a",2.0,",a",0.0,",a",19681225.0,",,a",10.4,",,a,25,",20.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6366,ASN00090144,1884-09,-38.2,143.6167,,"BEEAC EURACK, AS",4.0,",a",3.0,",a",0.0,",a",18840921.0,",,a",18.3,",,a,21,",38.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6367,ASN00090145,1906-09,-38.7667,143.3833,,"JOHANNA, AS",18.0,",a",15.0,",a",1.0,",a",19060928.0,",,a",38.1,",,a,28,",150.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6368,ASN00090146,1936-03,-38.2333,143.5167,274.3,"ALVIE, AS",7.0,",a",2.0,",a",0.0,",a",19360315.0,",,a",10.2,",,a,15,",21.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6369,ASN00090147,1750-03,-38.3427,143.5848,134.0,"COLAC SHIRE OFFICE, AS",1.0,"3,a",0.0,"3,a",0.0,"3,a",17500314.0,",3,a",0.4,"3,,a,14,",0.6,"3,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6370,ASN00090148,1969-12,-38.5333,143.9833,4.0,"LORNE PIER HEAD, AS",16.0,",a",5.0,",a",0.0,",a",19691202.0,",,a",7.1,",,a,02,",29.3,",,,a",,,0.6,",a",0.0,",a",0.0,",a",0.0,",a",12.0,",a",0.0,",a",19691202.0,",,a",19691228.0,",,a",7.8,",a,02,",24.4,",a,28,",,,89.1,",a",15.48,",a",19.68,",,,a",11.27,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6371,ASN00090149,1970-03,-38.3167,142.0667,6.0,"YAMBUK, AS",9.0,",a",7.0,",a",0.0,",a",19700321.0,",,a",24.1,",,a,21,",72.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6372,ASN00090150,1905-02,-38.3,141.6,,"GORAE, AS",9.0,",a",5.0,",a",0.0,",a",19050212.0,",,a",10.9,",,a,12,",43.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6373,ASN00090153,1750-03,-38.255,143.1256,245.0,"CAMPERDOWN DONALDS HILL, AS",0.0,"2,a",0.0,"2,a",0.0,"2,a",17500331.0,"+,2,a",0.0,"2,,a,31,+",0.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6374,ASN00090154,1973-02,-38.6833,143.7167,381.0,"APOLLO BAY TANYBRYN FARM, AS",11.0,",a",6.0,",a",2.0,",a",19730206.0,",,a",93.2,",,a,06,",190.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6375,ASN00090155,1889-01,-38.35,142.9667,,"COBRICO SUNNYSIDE, AS",12.0,",a",7.0,",a",2.0,",a",18890101.0,",,a",49.3,",,a,01,",133.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6376,ASN00090156,1888-10,-38.0833,141.4667,,"MOUNY VANDYKE LYONS, AS",12.0,",a",5.0,",a",0.0,",a",18881007.0,",,a",7.6,",,a,07,",33.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6377,ASN00090162,1973-10,-38.3833,141.6333,38.0,"PORTLAND AERO, AS",22.0,",a",8.0,",a",1.0,",a",19731027.0,",,a",43.4,",,a,27,",118.4,",,,a",,,0.4,",a",0.0,",a",0.0,",a",0.0,",a",5.0,",a",0.0,",a",19731005.0,"+,,a",19731008.0,",,a",5.5,",a,05,+",25.5,",a,08,",,,137.3,",a",13.92,",a",17.53,",,,a",10.31,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6378,ASN00090164,1750-03,-37.1824,141.0721,130.0,"POOLAIJELO KARINYA, AS",0.0,"2,a",0.0,"2,a",0.0,"2,a",17500331.0,"+,2,a",0.0,"2,,a,31,+",0.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,ASN00090165,1750-03,-38.5582,143.1663,115.0,"SIMPSON SOUTH, AS",5.0,"2,a",0.0,"2,a",0.0,"2,a",17500327.0,",2,a",2.0,"2,,a,27,",6.5,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6380,ASN00090166,1975-05,-38.2453,143.9764,90.0,"WINCHELSEA SHIRE DEPOT, AS",15.0,",a",5.0,",a",0.0,",a",19750514.0,",,a",10.2,",,a,14,",42.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6381,ASN00090167,1750-03,-38.243,143.9887,85.0,"WINCHELSEA POST OFFICE, AS",0.0,"2,a",0.0,"2,a",0.0,"2,a",17500314.0,",2,a",0.2,"2,,a,14,",0.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6382,ASN00090168,1986-06,-38.5256,143.9722,90.0,"LORNE COUNTRY CLUB, AS",,,,,,,,,,,73.5,",a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6383,ASN00090169,1980-08,-37.7167,141.9667,174.0,"HAMILTON GODFREY, AS",18.0,",a",7.0,",a",0.0,",a",19800815.0,",,a",11.0,",,a,15,",56.8,",,,a",,,,,,,,,0.0,",a",1.0,",a",0.0,",a",,,19800830.0,",,a",,,22.1,",a,30,",,,,,,,14.65,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6384,ASN00090170,1981-06,-38.0928,142.9602,155.0,"KOLORA WIRWIN, AS",18.0,"3,a",10.0,"3,a",0.0,"3,a",19810624.0,",3,a",9.6,"3,,a,24,",76.0,",a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6385,ASN00090171,1750-03,-38.3148,141.4705,80.9,"PORTLAND CASHMORE AIRPORT, AS",2.0,"3,a",0.0,"3,a",0.0,"3,a",17500314.0,"+,3,a",0.4,"3,,a,14,+",1.6,"3,,,a",,,20.5,"3,a",0.0,"2,a",0.0,"2,a",0.0,"3,a",18.0,"3,a",2.0,"3,a",17500315.0,",2,a",17500328.0,",3,a",5.6,"2,a,15,",35.0,"3,a,28,",,,46.6,"3,a",17.35,"3,a",23.28,"3,,,a",11.43,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6386,ASN00090172,1983-03,-38.2919,142.4353,75.0,"WARRNAMBOOL AIRPORT, AS",12.0,",a",7.0,",a",2.0,",a",19830323.0,",,a",35.7,",,a,23,",108.7,",,,a",,,39.5,",a",0.0,",a",0.0,",a",0.0,",a",14.0,",a",3.0,",a",19830325.0,",,a",19830306.0,",,a",4.3,",a,25,",36.0,",a,06,",,,71.5,",a",17.3,",a",21.8,",,,a",12.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6387,ASN00090173,1750-03,-37.6486,142.0636,241.1,"HAMILTON AIRPORT, AS",0.0,"4,a",0.0,"4,a",0.0,"4,a",17500303.0,"+,4,a",0.2,"4,,a,03,+",0.4,"4,,,a",,,63.9,"3,a",0.0,"2,a",0.0,"2,a",0.0,"3,a",26.0,"3,a",9.0,"3,a",17500315.0,",2,a",17500328.0,",3,a",4.8,"2,a,15,",39.0,"3,a,28,",,,20.0,"3,a",19.83,"3,a",28.33,"3,,,a",11.33,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,ASN00090174,1983-05,-38.3933,143.5961,248.1,"COLAC ELLIMINYT, AS",21.0,",a",11.0,",a",1.0,",a",19830503.0,",,a",29.2,",,a,03,",115.6,",,,a",,,0.0,",a",0.0,",a",0.0,",a",0.0,",a",0.0,",a",0.0,",a",19830530.0,"+,,a",19830513.0,",,a",3.9,",a,30,+",18.5,",a,13,",,,219.6,",a",11.25,",a",14.51,",,,a",7.99,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6389,ASN00090175,1750-03,-38.3906,142.2347,10.0,"PORT FAIRY AWS, AS",0.0,"2,a",0.0,"2,a",0.0,"2,a",17500315.0,"+,2,a",0.2,"2,,a,15,+",0.8,"2,,,a",,,20.7,"3,a",0.0,"2,a",0.0,"2,a",0.0,"3,a",23.0,"3,a",1.0,"3,a",17500315.0,",2,a",17500322.0,",3,a",7.9,"2,a,15,",34.8,"3,a,22,",,,16.9,"3,a",18.5,"3,a",23.1,"3,,,a",13.9,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6390,ASN00090176,1750-03,-38.0737,142.7744,130.0,"MORTLAKE RACECOURSE, AS",2.0,"3,a",0.0,"3,a",0.0,"3,a",17500316.0,",3,a",0.6,"3,,a,16,",1.6,"3,,,a",,,50.3,"3,a",0.0,"2,a",0.0,"2,a",0.0,"3,a",26.0,"3,a",6.0,"3,a",17500315.0,",2,a",17500328.0,",3,a",2.9,"2,a,15,",39.4,"3,a,28,",,,34.5,"3,a",18.83,"3,a",27.52,"3,,,a",10.13,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6391,ASN00090177,1990-01,-37.2561,141.0944,135.0,"POOLAIJELO DOROTHY DOWNS, AS",3.0,",a",2.0,",a",0.0,",a",19900111.0,",,a",7.4,",,a,11,",11.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6392,ASN00090178,1990-04,-37.1091,141.0029,106.0,"LANGKOOP SPRINGDALE, AS",7.0,",a",5.0,",a",0.0,",a",19900410.0,",,a",5.6,",,a,10,",22.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6393,ASN00090179,1990-06,-38.4478,143.5689,280.0,"BURTONS LOOKOUT, AS",,,,,,,,,,,123.6,",a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6394,ASN00090180,1750-03,-38.4583,144.0883,95.0,"AIREYS INLET, AS",2.0,"2,a",1.0,"2,a",0.0,"2,a",17500314.0,",2,a",7.2,"2,,a,14,",7.6,"2,,,a",,,52.4,"2,a",0.0,"2,a",0.0,"2,a",0.0,"2,a",25.0,"2,a",5.0,"2,a",17500315.0,",2,a",17500322.0,",2,a",9.9,"2,a,15,",38.3,"2,a,22,",,,13.1,"2,a",19.69,"2,a",24.86,"2,,,a",14.51,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6395,ASN00090181,1750-03,-38.241,143.1393,195.0,"CAMPERDOWN, AS",1.0,"2,a",0.0,"2,a",0.0,"2,a",17500314.0,",2,a",0.5,"2,,a,14,",0.5,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6396,ASN00090182,1750-03,-37.583,141.3339,130.6,"CASTERTON, AS",0.0,"3,a",0.0,"3,a",0.0,"3,a",17500326.0,"+,3,a",0.2,"3,,a,26,+",0.6,"3,,,a",,,60.8,"2,a",0.0,"2,a",0.0,"2,a",0.0,"2,a",27.0,"2,a",8.0,"2,a",17500315.0,",2,a",17500328.0,",2,a",3.6,"2,a,15,",38.0,"2,a,28,",,,24.5,"2,a",19.58,"2,a",28.11,"2,,,a",11.05,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6397,ASN00090183,1750-03,-38.6286,143.7306,583.0,"HAINES JUNCTION MOUNT SABINE, AS",6.0,"2,a",0.0,"2,a",0.0,"2,a",17500314.0,"+,2,a",2.4,"2,,a,14,+",9.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6398,ASN00090184,1750-03,-38.4306,141.5437,45.4,"CAPE NELSON LIGHTHOUSE, AS",0.0,"4,a",0.0,"4,a",0.0,"4,a",17500314.0,",4,a",0.2,"4,,a,14,",0.2,"4,,,a",,,17.1,"5,a",0.0,"2,a",0.0,"2,a",0.0,"5,a",12.0,"5,a",0.0,"5,a",17500303.0,",2,a",17500322.0,",5,a",10.5,"2,a,03,",29.8,"5,a,22,",,,18.2,"5,a",18.3,"5,a",21.52,"5,,,a",15.08,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6399,ASN00090185,1750-03,-38.5497,143.8594,657.0,"LORNE MOUNT COWLEY, AS",4.0,"2,a",0.0,"2,a",0.0,"2,a",17500310.0,",2,a",1.6,"2,,a,10,",3.6,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6400,ASN00090186,1750-03,-38.2867,142.4522,70.8,"WARRNAMBOOL AIRPORT NDB, AS",1.0,"3,a",0.0,"3,a",0.0,"3,a",17500326.0,",3,a",0.4,"3,,a,26,",1.4,"3,,,a",,,30.7,"3,a",0.0,"2,a",0.0,"2,a",0.0,"3,a",21.0,"3,a",3.0,"3,a",17500315.0,",2,a",17500328.0,",3,a",3.9,"2,a,15,",39.7,"3,a,28,",,,41.9,"3,a",17.89,"3,a",24.77,"3,,,a",11.01,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6401,ASN00090187,1750-03,-38.4115,143.9771,,"BOONAH, AS",2.0,"2,a",0.0,"2,a",0.0,"2,a",17500311.0,"+,2,a",0.4,"2,,a,11,+",2.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6402,ASN00090188,1750-03,-38.4831,143.9142,,"BENWERRIN, AS",2.0,"2,a",0.0,"2,a",0.0,"2,a",17500314.0,",2,a",1.8,"2,,a,14,",3.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6403,ASN00090189,2002-01,-38.4467,143.7283,,"BARWON DOWNS GERANGAMETE, AS",8.0,"2,a",4.0,"2,a",0.0,"2,a",20020103.0,",2,a",7.6,"2,,a,03,",32.6,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6404,ASN00090190,2004-03,-37.8994,141.8542,80.0,"BRANXHOLME INVERARY RD, AS",3.0,"4,a",2.0,"4,a",0.0,"4,a",20040309.0,",4,a",20.0,"4,,a,09,",46.8,",a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6405,ASN00090191,1991-01,-38.5837,142.8664,8.0,"PETERBOROUGH THE LODGE, AS",11.0,",a",6.0,",a",1.0,",a",19910124.0,",,a",70.8,",,a,24,",127.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6406,ASN00090193,2004-08,-38.3876,142.4592,12.0,"WARRNAMBOOL GOLF CLUB, AS",17.0,",a",12.0,",a",0.0,",a",20040831.0,",,a",17.4,",,a,31,",97.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6407,ASN00091000,1885-12,-41.5211,146.7158,237.0,"DELORAINE ATHOL, AS",9.0,",a",4.0,",a",1.0,",a",18851224.0,",,a",50.8,",,a,24,",93.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6408,ASN00091001,1750-03,-41.2025,146.8156,43.0,"BEACONSFIELD MINE AND HERITAGE, AS",3.0,"2,a",2.0,"2,a",0.0,"2,a",17500314.0,",2,a",3.8,"2,,a,14,",7.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6409,ASN00091002,1955-03,-41.7511,146.8992,288.0,"BLACKWOOD CREEK KOPANICA, AS",3.0,",a",1.0,",a",1.0,",a",19550331.0,",,a",32.5,",,a,31,",35.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6410,ASN00091003,1945-01,-41.2333,146.5167,91.4,"NORTHDOWN BOISDALE, AS",7.0,",a",4.0,",a",1.0,",a",19450131.0,",,a",25.4,",,a,31,",54.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6411,ASN00091004,1888-05,-41.1692,147.7383,176.0,"BRANXHOLM STOKE STREET, AS",10.0,",a",10.0,",a",2.0,",a",18880512.0,",,a",44.2,",,a,12,",144.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6412,ASN00091005,1945-03,-41.1667,147.7333,,"BRANXHOLM FORESTRY, AS",7.0,",a",1.0,",a",0.0,",a",19450330.0,",,a",5.6,",,a,30,",13.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6413,ASN00091006,1904-06,-41.2,147.5,,"BRID FARM, AS",15.0,",a",10.0,",a",3.0,",a",19040619.0,",,a",55.9,",,a,19,",191.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6414,ASN00091007,1912-12,-41.0067,147.3917,14.0,"BRIDPORT POST OFFICE, AS",8.0,"4,a",5.0,"4,a",0.0,"4,a",19121223.0,",4,a",15.5,"4,,a,23,",46.2,"4,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6415,ASN00091008,1934-01,-41.2,147.2,,"BRIDESTOWE, AS",5.0,",a",3.0,",a",0.0,",a",19340108.0,",,a",19.6,",,a,08,",38.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6416,ASN00091009,1944-09,-41.0661,145.9431,8.0,"BURNIE ROUND HILL, AS",18.0,",a",10.0,",a",0.0,",a",19440903.0,",,a",11.2,",,a,03,",61.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6417,ASN00091010,1888-04,-41.05,145.9,7.6,"BURNIE NO 1, AS",5.0,",a",4.0,",a",0.0,",a",18880410.0,",,a",24.9,",,a,10,",47.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6418,ASN00091011,1750-03,-40.6842,144.7181,15.0,"CAPE GRIM WOOLNORTH, AS",5.0,"2,a",1.0,"2,a",0.0,"2,a",17500329.0,",2,a",3.4,"2,,a,29,",8.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6419,ASN00091012,1942-03,-41.5,147.0,,"CARRICK PARKWATER, AS",4.0,",a",2.0,",a",0.0,",a",19420327.0,",,a",14.0,",,a,27,",22.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420,ASN00091013,1907-01,-41.5433,146.9933,150.0,"CARRICK OAKS ROAD, AS",9.0,",a",3.0,",a",1.0,",a",19070127.0,",,a",47.0,",,a,27,",65.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6421,ASN00091014,1936-10,-41.2,147.8,,"DERBY CASCADE DAM, AS",19.0,",a",10.0,",a",0.0,",a",19361018.0,",,a",18.3,",,a,18,",96.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6422,ASN00091015,1945-03,-41.335,146.13,420.0,"CASTRA UPPER, AS",10.0,",a",3.0,",a",0.0,",a",19450305.0,",,a",3.6,",,a,05,",17.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6423,ASN00091016,1907-01,-41.6142,146.4592,290.0,"CAVESIDE, AS",9.0,",a",6.0,",a",1.0,",a",19070127.0,",,a",40.4,",,a,27,",88.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6424,ASN00091017,1907-05,-41.3,146.1,393.2,"CASTRA CENTRAL, AS",7.0,",a",7.0,",a",2.0,",a",19070520.0,",,a",42.7,",,a,20,",162.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6425,ASN00091018,1949-07,-41.7333,147.1833,,"CRESSY COBURG, AS",18.0,",a",3.0,",a",0.0,",a",19490720.0,"+,,a",5.3,",,a,20,+",27.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6426,ASN00091019,1750-03,-41.8142,147.0922,165.0,"CONNORVILLE LAKE RIVER, AS",4.0,"2,a",0.0,"2,a",0.0,"2,a",17500305.0,",2,a",1.6,"2,,a,05,",4.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6427,ASN00091020,1899-01,-41.7,147.0833,160.0,"CRESSY POST OFFICE, AS",8.0,",a",6.0,",a",0.0,",a",18990103.0,",,a",16.3,",,a,03,",64.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6428,ASN00091021,1750-03,-41.6606,147.1008,155.0,"CRESSY HOUSE, AS",4.0,"2,a",0.0,"2,a",0.0,"2,a",17500305.0,",2,a",2.2,"2,,a,05,",6.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6429,ASN00091022,1939-04,-41.7219,147.0811,148.0,"CRESSY RESEARCH STATION MAIN, AS",11.0,",a",5.0,",a",1.0,",a",19390429.0,",,a",38.6,",,a,29,",82.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6430,ASN00091023,1947-10,-41.3833,147.05,30.5,"RIVERSIDE NORTH DANBURY PARK, AS",14.0,",a",11.0,",a",1.0,",a",19471020.0,",,a",47.2,",,a,20,",146.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
